activo_corriente;capital_invertido;departamento;provincia;gastos_financieros;gastos_por_prestamos;deudas_corto_plazo;patrimonio_empresa;ganancia_operativa;total_activo;deudas_largo_plazo;total_pasivo_y_patrimonio;numero_empleados;ventas_netas;canal_principal;cantidad_canales_venta;vende_por_catalogo;vende_con_comisionistas;vende_a_domicilio;vende_en_linea;vende_en_ferias;vende_en_maquinas_venta;vende_en_tienda;otros_medios_venta;vende_por_telefono;uso_de_software;sobrevive_2años
289238;75000;14;1401;0;518690;118853;497280;23136;616133;0;616133;9;4034392;7;1;False;False;False;False;False;True;False;False;False;False;False
2938708;630000;14;1409;0;613042;3906;3026783;0;3030689;0;3030689;2;7100842;1;1;False;False;False;False;False;False;True;False;False;False;True
0;0;14;1401;0;0;0;0;0;0;0;0;0;0;3;0;False;False;False;False;False;False;False;False;False;False;False
2150400;1000000;14;1401;0;1285881;0;2449098;600404;2449098;0;2449098;7;8942596;9;0;False;False;False;False;False;False;False;False;False;False;True
0;0;14;1401;0;0;0;0;0;0;0;0;0;0;3;0;False;False;False;False;False;False;False;False;False;False;False
3488427;10000;14;1401;0;0;3683732;251603;-436634.25;3935335;0;3935335;83;4850586;2;2;False;False;True;False;False;False;False;False;True;False;True
432669;140631;14;1407;0;962812;74285;652449;0;726734;0;726734;2;7227310;9;0;False;False;False;False;False;False;False;False;False;False;False
346370;100500;14;1401;0;350576;363424;646278;248896;1010122;420;1010122;7;4618545;4;1;False;True;False;False;False;False;False;False;False;False;True
238570;36000;14;1406;22919;445074;1338891;550508;367724;1889399;0;1889399;19;7841123;4;3;False;True;False;True;False;False;False;False;True;True;True
2932978;61052;14;1401;27325;248022;420378;3304754;162876;3755610;30478;3755610;5;3132110;1;1;False;False;False;False;False;False;True;False;False;False;True
2368022;150000;14;1401;0;344405;1845535;685149;48155;2534690;4006;2534690;3;4397502;1;1;False;False;False;False;False;False;True;False;False;False;False
1198478;610000;14;1407;0;1306452;76359;2066358;0;2142717;0;2142717;7;5641650;1;1;False;False;False;False;False;False;True;False;False;False;True
3406082;54408;14;1401;6247;97831;3153761;191496;-114452;3494549;149292;3494549;60;3260479;1;2;False;False;False;True;False;False;True;False;False;False;True
3699594;600000;14;1401;0;2497747.75;2756891;2291763;662;5323510;274856;5323510;83;5291251;1;1;False;False;False;False;False;False;True;False;False;False;True
1927529;200000;14;1401;54505;655740;1438034;814245;277748;2252279;0;2252279;3;4605004;1;1;False;False;False;False;False;False;True;False;False;False;True
1172563;32000;14;1401;0;499935;485237;748942;203;1236921;2742;1236921;2;6144389;1;1;False;False;False;False;False;False;True;False;False;False;True
930467;626580;14;1401;0;885469;3042291;1237591;92622;4279882;0;4279882;11;3694946;1;1;False;False;False;False;False;False;True;False;False;False;True
943729;26819;14;1401;22;1885541;134842;980315;727723.75;1115157;0;1115157;8;7091094;9;0;False;False;False;False;False;False;False;False;False;False;True
661577;116660;14;1401;1195;1604405;856137;427212;-241235;1283349;0;1283349;6;6081760;1;1;False;False;False;False;False;False;True;False;False;False;True
2105959;300000;14;1401;0;547423;1439925;838479;0;2278404;0;2278404;6;7715799;1;1;False;False;False;False;False;False;True;False;False;False;True
4026823;631381;14;1401;0;1465641;864359;3233577;129181;4097936;0;4097936;12;8014174;1;2;False;False;False;False;False;False;True;False;True;False;True
1192008;140000;14;1401;0;213121;402338;396745;2;1325907;413218.75;1325907;2;5125212;5;1;False;False;False;False;False;False;False;False;True;False;False
831670;50000;14;1401;47729;275370;774689;290818;76057;1065507;0;1065507;9;3437533;1;1;False;False;False;False;False;False;True;False;False;False;True
1563466;50000;14;1401;0;478289;531679;1519798;0;2051477;0;2051477;10;6072703;1;1;False;False;False;False;False;False;True;False;False;False;True
1789920;227809;14;1409;9;485736;387707;1752508;317302;2140215;0;2140215;65;6800404;2;1;False;False;True;False;False;False;False;False;False;False;True
1132127;50000;14;1401;23831;226229;178398;729931;188562;1157592;249263;1157592;4;8892410;5;2;False;False;False;False;False;False;True;False;True;False;True
6028747;107828;14;1409;33403;504773;1270748;4855232.25;528659;6392811;0;6392811;20;6869083;6;1;False;False;False;True;False;False;False;False;False;False;True
801025;330450;14;1403;0;457434;92229;1129425;0;1221654;0;1221654;6;3518724;1;1;False;False;False;False;False;False;True;False;False;False;False
1636625;537608;14;1401;0;297433;0;804175;266567;1636625;413218.75;1636625;16;3725612;2;1;False;False;True;False;False;False;False;False;False;False;True
475703;3750;14;1401;0;185421;11992;500563;94221;512555;0;512555;17;2780955;6;1;False;False;False;True;False;False;False;False;False;False;True
775216;200000;14;1401;0;308167;387485;643994;158093;1031479;0;1031479;84;6473144;4;1;False;True;False;False;False;False;False;False;False;False;True
845095;150000;14;1408;28977;2349655;537443;316035;85462;853478;0;853478;19;2279649;9;1;False;False;False;False;False;False;False;False;True;False;False
891891;308234;14;1401;2868;150652;82774;630981;81761;1018255;304500;1018255;2;6378510;9;0;False;False;False;False;False;False;False;False;False;False;False
7294788;1000;14;1401;108440;2020164;5277181;-1792983;-436634.25;10137014.5;0;10137014.5;10;7501150;2;3;False;False;True;False;True;False;True;False;False;False;True
0;0;14;1401;0;0;0;0;0;0;0;0;0;0;3;0;False;False;False;False;False;False;False;False;False;False;False
2902167;119670;14;1401;35668;518306;2250887;811462;128061;3062349;0;3062349;55;7625739;5;3;False;True;False;True;False;False;False;False;True;False;True
5696089;10000;14;1401;108440;470060;15708;526937;453863;5756513;413218.75;5756513;29;8456684;5;1;False;False;False;False;False;False;False;False;True;True;True
2041231;50000;14;1410;38314;657568;1323879;854535;161044;2178414;0;2178414;3;8995040;1;2;False;False;False;False;False;False;True;False;True;False;True
2927182;52330;14;1401;0;1947041;1212505;4676366;50376;5888871;0;5888871;12;2817190;5;1;False;False;False;False;False;False;False;False;True;False;True
363547;10000;14;1401;190;318363;34375;604697;-34972;639072;0;639072;40;6066837;1;2;False;False;False;True;False;False;True;False;False;False;False
1060945;50000;14;1403;0;722181;101957;727407;345617;1181920;352556;1181920;66;7943986;1;2;True;False;False;False;False;False;True;False;False;False;True
1330856;1460810;14;1409;0;705678;185760;2070271;0;3098268;413218.75;3098268;15;3224800;1;1;False;False;False;False;False;False;True;False;False;False;False
0;0;14;1401;0;0;0;0;0;0;0;0;0;0;3;0;False;False;False;False;False;False;False;False;False;False;False
0;0;14;1401;0;0;0;0;0;0;0;0;0;0;3;0;False;False;False;False;False;False;False;False;False;False;False
833896;650000;14;1401;0;159013;58666;882275;7;940941;0;940941;2;2570944;3;1;True;False;False;False;False;False;False;False;False;False;True
4718515;156800;14;1401;41987;542691;4942634;1045753;302747;5988387;0;5988387;2;7690726;3;1;True;False;False;False;False;False;False;False;False;False;True
0;0;14;1401;0;0;0;0;0;0;0;0;0;0;3;0;False;False;False;False;False;False;False;False;False;False;False
4557037;1000000;14;1401;108440;839929;4022742;3174098;361072;7196840;0;7196840;14;3795461;9;0;False;False;False;False;False;False;False;False;False;False;True
0;0;14;1403;0;0;0;0;0;0;0;0;0;0;3;0;False;False;False;False;False;False;False;False;False;False;False
2279007;20000;14;1403;0;1286282;4611101;-1384349;0;3226752;0;3226752;2;3885781;1;1;False;False;False;False;False;False;True;False;False;False;True
0;0;14;1401;0;0;0;0;0;0;0;0;0;0;3;0;False;False;False;False;False;False;False;False;False;False;False
1017293;38000;14;1401;48113;499181;594697;505589;108338;1100286;0;1100286;14;2299181;9;0;False;False;False;False;False;False;False;False;False;False;True
0;0;14;1401;0;0;0;0;0;0;0;0;0;0;3;0;False;False;False;False;False;False;False;False;False;False;False
933028;30000;14;1401;55939;574694;1816077;369962;257689;2186039;0;2186039;19;4997594;4;2;False;True;False;False;False;False;True;False;False;False;True
1100000;1106144;14;1401;0;0;16824;1238776;-72433;1255600;0;1255600;8;4241457;1;1;False;False;False;False;False;False;True;False;False;False;True
1622000;20000;14;1401;942;440181;103350;1048221;130415;1690402;413218.75;1690402;14;3676625;6;2;True;False;False;True;False;False;False;False;False;False;False
1854945;1170617;14;1401;0;414876;100430;1818057;0;1918487;0;1918487;0;5185949;2;1;False;False;True;False;False;False;False;False;False;False;False
301070;140000;14;1401;0;213793;579381;435186;0;1014567;0;1014567;2;6104773;2;2;False;False;True;False;False;False;True;False;False;False;False
1012872;20000;14;1401;39234;625356;106479;1007215;89259;1113694;0;1113694;6;6450239;7;1;False;False;False;False;False;True;False;False;False;False;True
1270712;400000;14;1401;0;860927;0;1238418;0;1337129;98711;1337129;1;6527404;5;2;False;False;True;False;False;False;False;False;True;False;True
399581;91009;14;1403;0;267826;103358;467165;0;570523;0;570523;2;2715943;1;1;False;False;False;False;False;False;True;False;False;False;False
281584;130000;14;1402;0;170114;52657;424948;0;477605;0;477605;2;2233976;1;1;False;False;False;False;False;False;True;False;False;False;False
3771879;591651;14;1401;0;736568;0;1744021;447350;5029819;413218.75;5029819;6;5222296;1;1;False;False;False;False;False;False;True;False;False;False;True
1898343;156800;14;1401;0;472212;2172482;942525;0;3115007;0;3115007;4;7223286;1;1;False;False;False;False;False;False;True;False;False;False;True
3641307;892140;14;1401;0;1309720;1361770;1762662;393786;4701800;413218.75;4701800;11;6538922;2;1;False;False;True;False;False;False;False;False;False;False;True
744112;7000;14;1401;0;946226;591599;520657;0;1120041;7785;1120041;7;7128037;1;1;False;False;False;False;False;False;True;False;False;False;True
493276;250000;14;1401;0;97971;9514;496997;30862;506511;0;506511;2;2385622;6;2;False;False;False;True;False;False;True;False;False;False;False
3916137;1155871;14;1401;0;2497747.75;108784;1844046;0;4556210;413218.75;4556210;33;6852886;9;0;False;False;False;False;False;False;False;False;False;False;True
7294788;1926500;14;1402;108440;0;5277181;4855232.25;727723.75;10137014.5;0;10137014.5;3;1650697;1;1;False;False;False;False;False;False;True;False;False;False;True
3713675;620000;14;1401;108440;1599406;5277181;1554315;529260;6873255;0;6873255;6;7018420;6;2;False;False;False;True;False;False;True;False;False;False;False
2151239;446000;14;1401;86874;547252;2659285;1824510;380284;4483795;0;4483795;15;7551922;5;1;False;False;False;False;False;False;False;False;True;False;True
3540098;260608;14;1408;107526;543318;1326518;919137;278065;3612937;413218.75;3612937;2;3322550;2;2;False;False;True;False;False;False;False;False;True;False;True
413121;153100;14;1403;6256;310784;0;327254;108253;535893;208639;535893;16;2728589;3;1;True;False;False;False;False;False;False;False;False;False;True
1997036;1180000;14;1406;31342;714072;658842;1720844;446047;2379686;0;2379686;12;3084250;1;1;False;False;False;False;False;False;True;False;False;False;True
2797681;1900045;14;1406;0;911732;685252;2248932;0;2934184;0;2934184;10;8666983;1;1;False;False;False;False;False;False;True;False;False;False;True
1503967;30000;14;1401;0;133506;3033260;-301505;61265;2731755;0;2731755;17;6572597;7;1;False;False;False;False;False;False;True;False;False;False;True
2418565;550000;14;1407;39077;95788;1468625;952482;122870;2421107;0;2421107;2;4251374;1;1;False;False;False;False;False;False;True;False;False;False;False
509428;10000;14;1401;2710;323207;221702;397411;214365;619113;0;619113;4;4363289;9;0;False;False;False;False;False;False;False;False;False;False;True
1938427;2000;14;1405;2570;59732;1986604;-11312;-20087;1975292;0;1975292;14;4366454;9;0;False;False;False;False;False;False;False;False;False;False;False
1712863;10000;14;1407;322;405369;824000;953648;181852;1777648;0;1777648;4;3086296;2;1;False;False;True;False;False;False;False;False;False;False;True
1913524;30000;14;1408;72126;392825;1145647;379610;229111;1930885;405628;1930885;10;2628224;1;1;False;False;False;False;False;False;True;False;False;False;False
1236933;1000;14;1409;32911;10002;636803;630770;472201;1267573;0;1267573;2;2112644;9;0;False;False;False;False;False;False;False;False;False;False;True
1953234;315154;14;1409;108440;1309137;738353;730607;473346;2022825;413218.75;2022825;4;7542736;5;1;False;False;False;False;False;False;False;False;True;False;False
2975016;30000;14;1401;17795;1256688;3009754;365622;228943;3375376;0;3375376;17;6321203;8;2;False;False;False;False;True;False;True;False;False;False;False
1061801;114900;14;1401;44765;503907;999981;854117;132506;1854098;0;1854098;15;3126032;9;0;False;False;False;False;False;False;False;False;False;False;True
699782;10000;14;1401;0;276315;424953;296908;0;721861;0;721861;2;2125501;1;1;False;False;False;False;False;False;True;False;False;False;False
470825;20000;14;1401;0;206131;70000;446759;189428;516759;0;516759;3;3780467;3;1;True;False;False;False;False;False;False;False;False;False;True
1417244;3450;14;1401;0;27520;905999;577838;110438;1483837;0;1483837;1;5610211;1;1;False;False;False;False;False;False;True;False;False;False;True
487924;21400;14;1401;11204;280834;11144;64168;0;546180;413218.75;546180;1;3521631;1;1;False;False;False;False;False;False;True;False;False;False;False
2806247;262466;14;1401;108440;730899;2749739;516835;438575;3266574;0;3266574;4;6941749;1;1;False;False;False;False;False;False;True;False;False;False;False
127756;1888710;14;1409;0;165587;749;1476272;0;1624072;147051;1624072;4;3533132;7;1;False;False;False;False;False;True;False;False;False;False;False
4299284;1035000;14;1401;0;617052;2230722;2090429;1272;4321151;0;4321151;6;5172780;1;2;True;False;False;False;False;False;True;False;False;False;False
399629;106903;14;1403;0;247143;2787;249407;0;433617;181423;433617;3;3220609;1;2;False;False;True;False;False;False;True;False;False;False;False
376968;50000;14;1406;0;117712;114666;301929;0;416595;0;416595;2;2855048;1;1;False;False;False;False;False;False;True;False;False;False;False
475435;315250;14;1401;0;150177;233500;392696;0;626196;0;626196;2;3374757;1;1;False;False;False;False;False;False;True;False;False;False;False
1217798;446000;14;1401;0;505680;2075013;1597445;0;3672458;0;3672458;5;4654826;1;1;False;False;False;False;False;False;True;False;False;False;True
2424754;498361;14;1403;0;41906;2095759;1253447;0;3400213;51007;3400213;11;7459204;1;1;False;False;False;False;False;False;True;False;False;False;True
7294788;1926500;14;1401;0;2497747.75;168319;4855232.25;7790;8450406;413218.75;8450406;7;5974810;5;1;False;False;False;False;False;False;False;False;True;False;True
1635361;455710;14;1405;1253;199611;1186993;448368;-36256;1635361;0;1635361;5;6085810;9;0;False;False;False;False;False;False;False;False;False;False;True
3779308;182000;14;1401;108440;1773767;444465;1455364;446035;6282743;413218.75;6282743;9;4339156;2;2;False;False;True;False;False;False;True;False;False;False;True
3863757;100000;14;1401;0;1558438;2833294;2159687;33763;5534602;413218.75;5534602;11;6160677;2;2;False;False;True;False;False;False;True;False;False;False;True
1065714;510708;14;1402;23885;432808;628698;1014334;32294;1647613;4581;1647613;18;6580698;1;1;False;False;False;False;False;False;True;False;False;False;False
4800650;1178830;14;1401;108440;737084;3061199;1828295;448987;5691560;413218.75;5691560;18;6019822;5;2;False;False;True;False;False;False;False;False;True;False;True
2579902;60000;14;1401;51193;268982;2578424;248354;246580;2826782;4;2826782;10;3683675;1;1;False;False;False;False;False;False;True;False;False;False;True
3474336;1926500;14;1401;0;2418299;2834133;4493634;0;7327767;0;7327767;12;6794660;9;1;False;False;False;False;False;False;True;False;False;False;True
3456524;207000;14;1401;58750;2497747.75;2356818;1785858;254251;4142676;0;4142676;16;4934549;5;3;True;False;True;False;False;False;False;False;True;False;True
7294788;1926500;14;1401;0;2497747.75;2069495;4855232.25;1275;10137014.5;413218.75;10137014.5;19;8686543;2;4;True;False;True;False;False;False;True;False;True;False;True
1784742;9650;14;1401;53650;707827;3123870;-925084;126000;2359694;160908;2359694;3;2581321;8;2;True;False;False;False;True;False;False;False;False;False;True
1763467;50000;14;1401;29868;860946;373530;567549;163438;2729322;413218.75;2729322;3;4591574;3;1;True;False;False;False;False;False;False;False;False;False;True
1783014;5000;14;1401;108440;581844;3758379;439532;347964;4197911;0;4197911;30;3728873;2;1;False;False;True;False;False;False;False;False;False;False;True
3070939;30000;14;1401;0;618889;2841356;292122;4896;3133478;0;3133478;10;7736113;1;1;False;False;False;False;False;False;True;False;False;False;True
3079899;110000;14;1401;8131;603118;2155863;957734;238807;3113597;0;3113597;10;5376122;6;3;True;False;False;True;False;False;True;False;False;False;False
1493269;26676;14;1401;35429;757020;1686686;741265;189189;2427951;0;2427951;3;7088863;5;2;False;False;False;False;False;False;True;False;True;False;False
724936;521830;14;1401;36907;599837;926133;640902;187537;1567035;0;1567035;8;3067163;1;1;False;False;False;False;False;False;True;False;False;False;True
350472;48000;14;1409;0;111116;136330;223795;0;360125;0;360125;1;3133727;1;1;False;False;False;False;False;False;True;False;False;False;True
1423313;62500;14;1409;0;1189466;959838;705327;727723.75;1754804;89639;1754804;1;6324449;1;1;False;False;False;False;False;False;True;False;False;False;True
1855403;100000;14;1408;0;401875;1972243;439957;180813;2412200;0;2412200;32;5111290;1;1;False;False;False;False;False;False;True;False;False;False;False
998995;178571;14;1401;0;1851400;4117;1553816;727723.75;1557933;0;1557933;3;4826096;1;1;False;False;False;False;False;False;True;False;False;False;False
2750311;685797;14;1409;108440;537452;2065365;1662049;282271;3727414;0;3727414;9;6083785;9;1;False;False;False;False;False;False;True;False;False;False;False
1860391;100000;14;1406;3324;1308575;1763010;938827;148950;2701837;0;2701837;9;5577628;6;3;True;False;False;True;False;False;True;False;False;False;False
